EvtN	HitN	TrackID	Energy	DetID	Process	DOI	HP	Time
57773	1	1	0	0	3	1	912	0.488032	
57773	2	1	60	0	1	1	912	0.488729	
58118	1	1	60	0	1	1	912	0.486017	
58218	1	1	0	0	4	1	912	0.482104	
58819	1	1	60	0	1	1	912	0.505278	
58838	1	1	0	0	4	1	912	0.488183	
58843	1	1	60	0	1	1	912	0.48011	
58859	1	1	60	0	1	1	912	0.484866	
58864	1	1	60	0	1	1	912	0.486462	
59158	1	1	60	0	1	1	912	0.484796	
59161	1	1	0	0	3	1	912	0.504774	
59161	2	1	60	0	1	1	912	0.505728	
59234	1	1	60	0	1	1	912	0.492261	
59332	1	1	60	0	1	1	912	0.504823	
59376	1	1	60	0	1	1	912	0.496036	
59514	1	1	60	0	1	1	912	0.484231	
59701	1	1	60	0	1	1	912	0.478754	
59720	1	1	60	0	1	1	912	0.490279	
59818	1	1	60	0	1	1	912	0.486451	
60075	1	1	60	0	1	1	912	0.490789	
60244	1	1	60	0	1	1	912	0.489259	
60364	1	1	60	0	1	1	912	0.482576	
60664	1	1	60	0	1	1	912	0.493162	
60690	1	1	0	0	3	1	912	0.479411	
60690	2	1	60	0	1	1	912	0.48008	
61127	1	1	60	0	1	1	912	0.480118	
61431	1	1	60	0	1	1	912	0.492046	
61482	1	1	60	0	1	1	912	0.49108	
61610	1	1	60	0	1	1	912	0.490597	
61790	1	1	60	0	1	1	912	0.483947	
62066	1	1	60	0	1	1	912	0.479943	
62156	1	1	60	0	1	1	912	0.477863	
62193	1	1	60	0	1	1	912	0.498116	
62226	1	1	60	0	1	1	912	0.504287	
62718	1	1	60	0	1	1	912	0.494798	
62962	1	1	60	0	1	1	912	0.481498	
63235	1	1	60	0	1	1	912	0.495777	
63264	1	1	60	0	1	1	912	0.4977	
63374	1	1	60	0	1	1	912	0.485072	
63417	1	1	60	0	1	1	912	0.487931	
63580	1	1	60	0	1	1	912	0.498787	
63716	1	1	60	0	1	1	912	0.500367	
64137	1	1	6.95167	0	2	1	912	0.481541	
64137	2	1	53.0483	0	1	1	912	0.482471	
64219	1	1	60	0	1	1	912	0.480262	
64271	1	1	60	0	1	1	912	0.48103	
64491	1	1	60	0	1	1	912	0.486403	
64504	1	1	60	0	1	1	912	0.494448	
64568	1	1	60	0	1	1	912	0.489205	
64774	1	1	60	0	1	1	912	0.483496	
64824	1	1	60	0	1	1	912	0.481091	
64877	1	1	60	0	1	1	912	0.487176	
65106	1	1	60	0	1	1	912	0.494907	
65172	1	1	60	0	1	1	912	0.481045	
66209	1	1	60	0	1	1	912	0.481136	
66271	1	1	60	0	1	1	912	0.479981	
66569	1	1	0	0	3	1	912	0.478645	
66569	2	1	60	0	1	1	912	0.48083	
66584	1	1	60	0	1	1	912	0.509233	
66599	1	1	60	0	1	1	912	0.484168	
66655	1	1	60	0	1	1	912	0.482079	
66844	1	1	60	0	1	1	912	0.489821	
66911	1	1	60	0	1	1	912	0.479694	
66988	1	1	60	0	1	1	912	0.48596	
67007	1	1	60	0	1	1	912	0.486206	
